# time	x_num	v_num	x_ana	v_ana
4.3461538462	12.5452966160	-0.0643869013	12.5449443063	-0.0648269978
4.3653846154	12.5440580238	-0.0647359260	12.5436943827	-0.0651634745
4.3846153846	12.5428129662	-0.0650755793	12.5424380798	-0.0654904375
4.4038461538	12.5415616208	-0.0654057786	12.5411755811	-0.0658078389
4.4230769231	12.5403041663	-0.0657264430	12.5399070707	-0.0661156326
4.4423076923	12.5390407827	-0.0660374931	12.5386327340	-0.0664137734
4.4615384615	12.5377716510	-0.0663388518	12.5373527570	-0.0667022180
4.4807692308	12.5364969534	-0.0666304444	12.5360673265	-0.0669809241
4.5000000000	12.5352168730	-0.0669121992	12.5347766303	-0.0672498512
4.5192307692	12.5339315941	-0.0671840473	12.5334808567	-0.0675089599
4.5384615385	12.5326413019	-0.0674459233	12.5321801950	-0.0677582124
4.5576923077	12.5313461827	-0.0676977656	12.5308748350	-0.0679975723
4.5769230769	12.5300464235	-0.0679395163	12.5295649674	-0.0682270047
4.5961538462	12.5287422123	-0.0681711217	12.5282507833	-0.0684464760
4.6153846154	12.5274337380	-0.0683925326	12.5269324747	-0.0686559543
4.6346153846	12.5261211903	-0.0686037042	12.5256102339	-0.0688554090
4.6538461538	12.5248047594	-0.0688045964	12.5242842541	-0.0690448108
4.6730769231	12.5234846366	-0.0689951739	12.5229547289	-0.0692241323
4.6923076923	12.5221610134	-0.0691754065	12.5216218523	-0.0693933471
4.7115384615	12.5208340822	-0.0693452689	12.5202858190	-0.0695524306
4.7307692308	12.5195040359	-0.0695047407	12.5189468239	-0.0697013596
4.7500000000	12.5181710677	-0.0696538068	12.5176050627	-0.0698401123
4.7692307692	12.5168353716	-0.0697924567	12.5162607311	-0.0699686685
4.7884615385	12.5154971417	-0.0699206854	12.5149140255	-0.0700870094
4.8076923077	12.5141565724	-0.0700384921	12.5135651425	-0.0701951177
4.8269230769	12.5128138587	-0.0701458814	12.5122142790	-0.0702929776
4.8461538462	12.5114691954	-0.0702428619	12.5108616322	-0.0703805748
4.8653846154	12.5101227778	-0.0703294470	12.5095073997	-0.0704578967
4.8846153846	12.5087748012	-0.0704056541	12.5081517791	-0.0705249318
4.9038461538	12.5074254611	-0.0704715046	12.5067949683	-0.0705816703
4.9230769231	12.5060749530	-0.0705270236	12.5054371655	-0.0706281041
4.9423076923	12.5047234722	-0.0705722395	12.5040785689	-0.0706642263
4.9615384615	12.5033712142	-0.0706071841	12.5027193768	-0.0706900316
4.9807692308	12.5020183744	-0.0706318917	12.5013597876	-0.0707055163
5.0000000000	12.5006651479	-0.0706463993	12.5000000000	-0.0707106781
5.0192307692	12.4993117299	-0.0706507459	12.4986402124	-0.0707055163
5.0384615385	12.4979583152	-0.0706449724	12.4972806232	-0.0706900316
5.0576923077	12.4966050985	-0.0706291210	12.4959214311	-0.0706642263
5.0769230769	12.4952522742	-0.0706032352	12.4945628345	-0.0706281041
5.0961538462	12.4939000366	-0.0705673589	12.4932050317	-0.0705816703
5.1153846154	12.4925485794	-0.0705215367	12.4918482209	-0.0705249318
5.1346153846	12.4911980964	-0.0704658131	12.4904926003	-0.0704578967
5.1538461538	12.4898487808	-0.0704002322	12.4891383678	-0.0703805748
5.1730769231	12.4885008255	-0.0703248376	12.4877857210	-0.0702929776
5.1923076923	12.4871544233	-0.0702396720	12.4864348575	-0.0701951177
5.2115384615	12.4858097663	-0.0701447766	12.4850859745	-0.0700870094
5.2307692308	12.4844670466	-0.0700401915	12.4837392689	-0.0699686685
5.2500000000	12.4831264557	-0.0699259546	12.4823949373	-0.0698401123
5.2692307692	12.4817881848	-0.0698021021	12.4810531761	-0.0697013596
5.2884615385	12.4804524249	-0.0696686680	12.4797141810	-0.0695524306
5.3076923077	12.4791193665	-0.0695256839	12.4783781477	-0.0693933471
5.3269230769	12.4777891998	-0.0693731789	12.4770452711	-0.0692241323
5.3461538462	12.4764621146	-0.0692111794	12.4757157459	-0.0690448108
5.3653846154	12.4751383004	-0.0690397093	12.4743897661	-0.0688554090
5.3846153846	12.4738179465	-0.0688587895	12.4730675253	-0.0686559543
5.4038461538	12.4725012416	-0.0686684385	12.4717492167	-0.0684464760
5.4230769231	12.4711883743	-0.0684686717	12.4704350326	-0.0682270047
5.4423076923	12.4698795327	-0.0682595020	12.4691251650	-0.0679975723
5.4615384615	12.4685749048	-0.0680409395	12.4678198050	-0.0677582124
5.4807692308	12.4672746780	-0.0678129920	12.4665191433	-0.0675089599
5.5000000000	12.4659790397	-0.0675756649	12.4652233697	-0.0672498512
5.5192307692	12.4646881767	-0.0673289612	12.4639326735	-0.0669809241
5.5384615385	12.4634022755	-0.0670728821	12.4626472430	-0.0667022180
5.5576923077	12.4621215226	-0.0668074268	12.4613672660	-0.0664137734
5.5769230769	12.4608461037	-0.0665325932	12.4600929293	-0.0661156326
5.5961538462	12.4595762045	-0.0662483779	12.4588244189	-0.0658078389
5.6153846154	12.4583120102	-0.0659547762	12.4575619202	-0.0654904375
5.6346153846	12.4570537056	-0.0656517832	12.4563056173	-0.0651634745
5.6538461538	12.4558014752	-0.0653393933	12.4550556937	-0.0648269978
5.6730769231	12.4545555031	-0.0650176009	12.4538123319	-0.0644810565
5.6923076923	12.4533159728	-0.0646864009	12.4525757134	-0.0641257010
5.7115384615	12.4520830675	-0.0643457888	12.4513460188	-0.0637609833
5.7307692308	12.4508569698	-0.0639957609	12.4501234275	-0.0633869566
5.7500000000	12.4496378620	-0.0636363154	12.4489081182	-0.0630036755
5.7692307692	12.4484259254	-0.0632674516	12.4477002682	-0.0626111960
5.7884615385	12.4472213411	-0.0628891714	12.4465000539	-0.0622095754
5.8076923077	12.4460242894	-0.0625014788	12.4453076505	-0.0617988722
5.8269230769	12.4448349499	-0.0621043808	12.4441232320	-0.0613791466
5.8461538462	12.4436535015	-0.0616978874	12.4429469715	-0.0609504597
5.8653846154	12.4424801223	-0.0612820118	12.4417790406	-0.0605128741
5.8846153846	12.4413149894	-0.0608567712	12.4406196099	-0.0600664537
5.9038461538	12.4401582794	-0.0604221865	12.4394688486	-0.0596112638
5.9230769231	12.4390101674	-0.0599782830	12.4383269248	-0.0591473707
5.9423076923	12.4378708279	-0.0595250903	12.4371940051	-0.0586748422
5.9615384615	12.4367404342	-0.0590626427	12.4360702550	-0.0581937472
5.9807692308	12.4356191585	-0.0585909792	12.4349558385	-0.0577041561
6.0000000000	12.4345071716	-0.0581101438	12.4338509184	-0.0572061403
6.0192307692	12.4334046432	-0.0576201858	12.4327556559	-0.0566997725
6.0384615385	12.4323117419	-0.0571211592	12.4316702110	-0.0561851266
6.0576923077	12.4312286343	-0.0566131238	12.4305947421	-0.0556622777
6.0769230769	12.4301554862	-0.0560961442	12.4295294062	-0.0551313023
6.0961538462	12.4290924615	-0.0555702906	12.4284743590	-0.0545922778
6.1153846154	12.4280397226	-0.0550356382	12.4274297543	-0.0540452829
6.1346153846	12.4269974303	-0.0544922675	12.4263957448	-0.0534903975
6.1538461538	12.4259657436	-0.0539402641	12.4253724814	-0.0529277026
6.1730769231	12.4249448199	-0.0533797188	12.4243601135	-0.0523572803
6.1923076923	12.4239348146	-0.0528107268	12.4233587888	-0.0517792140
6.2115384615	12.4229358815	-0.0522333886	12.4223686537	-0.0511935880
6.2307692308	12.4219481721	-0.0516478087	12.4213898526	-0.0506004878
6.2500000000	12.4209718364	-0.0510540962	12.4204225285	-0.0500000000
6.2692307692	12.4200070220	-0.0504523644	12.4194668225	-0.0493922123
6.2884615385	12.4190538746	-0.0498427301	12.4185228742	-0.0487772134
6.3076923077	12.4181125379	-0.0492253140	12.4175908215	-0.0481550932
6.3269230769	12.4171831532	-0.0486002401	12.4166708003	-0.0475259424
6.3461538462	12.4162658600	-0.0479676352	12.4157629451	-0.0468898528
6.3653846154	12.4153607953	-0.0473276292	12.4148673883	-0.0462469175
6.3846153846	12.4144680940	-0.0466803543	12.4139842608	-0.0455972301
6.4038461538	12.4135878888	-0.0460259447	12.4131136914	-0.0449408857
6.4230769231	12.4127203102	-0.0453645366	12.4122558072	-0.0442779799
6.4423076923	12.4118654861	-0.0446962679	12.4114107336	-0.0436086097
6.4615384615	12.4110235426	-0.0440212774	12.4105785938	-0.0429328727
6.4807692308	12.4101946032	-0.0433397050	12.4097595094	-0.0422508675
6.5000000000	12.4093787891	-0.0426516914	12.4089536000	-0.0415626938
6.5192307692	12.4085762193	-0.0419573775	12.4081609832	-0.0408684520
6.5384615385	12.4077870105	-0.0412569042	12.4073817747	-0.0401682435
6.5576923077	12.4070112770	-0.0405504125	12.4066160883	-0.0394621704
6.5769230769	12.4062491309	-0.0398380428	12.4058640358	-0.0387503360
6.5961538462	12.4055006821	-0.0391199350	12.4051257271	-0.0380328441
6.6153846154	12.4047660379	-0.0383962280	12.4044012697	-0.0373097995
6.6346153846	12.4040453037	-0.0376670599	12.4036907697	-0.0365813077
6.6538461538	12.4033385825	-0.0369325672	12.4029943306	-0.0358474750
6.6730769231	12.4026459750	-0.0361928855	12.4023120542	-0.0351084088
6.6923076923	12.4019675798	-0.0354481485	12.4016440401	-0.0343642167
6.7115384615	12.4013034933	-0.0346984886	12.4009903857	-0.0336150075
6.7307692308	12.4006538096	-0.0339440363	12.4003511866	-0.0328608906
6.7500000000	12.4000186207	-0.0331849204	12.3997265361	-0.0321019761
6.7692307692	12.3993980165	-0.0324212678	12.3991165253	-0.0313383747
6.7884615385	12.3987920846	-0.0316532037	12.3985212433	-0.0305701980
6.8076923077	12.3982009106	-0.0308808514	12.3979407770	-0.0297975581
6.8269230769	12.3976245781	-0.0301043323	12.3973752112	-0.0290205678
6.8461538462	12.3970631684	-0.0293237660	12.3968246285	-0.0282393405
6.8653846154	12.3965167609	-0.0285392703	12.3962891092	-0.0274539904
6.8846153846	12.3959854327	-0.0277509614	12.3957687315	-0.0266646320
6.9038461538	12.3954692591	-0.0269589539	12.3952635714	-0.0258713806
6.9230769231	12.3949683133	-0.0261633608	12.3947737026	-0.0250743520
6.9423076923	12.3944826663	-0.0253642938	12.3942991967	-0.0242736627
6.9615384615	12.3940123872	-0.0245618631	12.3938401229	-0.0234694294
6.9807692308	12.3935575430	-0.0237561780	12.3933965483	-0.0226617696
7.0000000000	12.3931181988	-0.0229473466	12.3929685376	-0.0218508012
7.0192307692	12.3926944175	-0.0221354762	12.3925561533	-0.0210366427
