# time	x_num	v_num	x_ana	v_ana
3.2307692308	12.6013860490	-0.0301608476	12.6008834747	-0.0313383747
3.2500000000	12.6007924326	-0.0309299320	12.6002734639	-0.0321019761
3.2692307692	12.6001842536	-0.0316944910	12.5996488134	-0.0328608906
3.2884615385	12.5995616001	-0.0324543794	12.5990096143	-0.0336150075
3.3076923077	12.5989245627	-0.0332094548	12.5983559599	-0.0343642167
3.3269230769	12.5982732345	-0.0339595778	12.5976879458	-0.0351084088
3.3461538462	12.5976077107	-0.0347046124	12.5970056694	-0.0358474750
3.3653846154	12.5969280888	-0.0354444259	12.5963092303	-0.0365813077
3.3846153846	12.5962344686	-0.0361788892	12.5955987303	-0.0373097995
3.4038461538	12.5955269522	-0.0369078773	12.5948742729	-0.0380328441
3.4230769231	12.5948056436	-0.0376312691	12.5941359642	-0.0387503360
3.4423076923	12.5940706492	-0.0383489475	12.5933839117	-0.0394621704
3.4615384615	12.5933220774	-0.0390607997	12.5926182253	-0.0401682435
3.4807692308	12.5925600386	-0.0397667170	12.5918390168	-0.0408684520
3.5000000000	12.5917846451	-0.0404665951	12.5910464000	-0.0415626938
3.5192307692	12.5909960115	-0.0411603339	12.5902404906	-0.0422508675
3.5384615385	12.5901942538	-0.0418478374	12.5894214062	-0.0429328727
3.5576923077	12.5893794904	-0.0425290139	12.5885892664	-0.0436086097
3.5769230769	12.5885518411	-0.0432037755	12.5877441928	-0.0442779799
3.5961538462	12.5877114277	-0.0438720385	12.5868863086	-0.0449408857
3.6153846154	12.5868583736	-0.0445337226	12.5860157392	-0.0455972301
3.6346153846	12.5859928040	-0.0451887514	12.5851326117	-0.0462469175
3.6538461538	12.5851148456	-0.0458370515	12.5842370549	-0.0468898528
3.6730769231	12.5842246268	-0.0464785530	12.5833291997	-0.0475259424
3.6923076923	12.5833222775	-0.0471131885	12.5824091785	-0.0481550932
3.7115384615	12.5824079291	-0.0477408936	12.5814771258	-0.0487772134
3.7307692308	12.5814817146	-0.0483616058	12.5805331775	-0.0493922123
3.7500000000	12.5805437683	-0.0489752651	12.5795774715	-0.0500000000
3.7692307692	12.5795942260	-0.0495818129	12.5786101474	-0.0506004878
3.7884615385	12.5786332249	-0.0501811923	12.5776313463	-0.0511935880
3.8076923077	12.5776609034	-0.0507733472	12.5766412112	-0.0517792140
3.8269230769	12.5766774015	-0.0513582228	12.5756398865	-0.0523572803
3.8461538462	12.5756828603	-0.0519357644	12.5746275186	-0.0529277026
3.8653846154	12.5746774223	-0.0525059177	12.5736042552	-0.0534903975
3.8846153846	12.5736612312	-0.0530686284	12.5725702457	-0.0540452829
3.9038461538	12.5726344319	-0.0536238418	12.5715256410	-0.0545922778
3.9230769231	12.5715971707	-0.0541715026	12.5704705938	-0.0551313023
3.9423076923	12.5705495952	-0.0547115544	12.5694052579	-0.0556622777
3.9615384615	12.5694918540	-0.0552439401	12.5683297890	-0.0561851266
3.9807692308	12.5684240970	-0.0557686012	12.5672443441	-0.0566997725
4.0000000000	12.5673464753	-0.0562854774	12.5661490816	-0.0572061403
4.0192307692	12.5662591415	-0.0567945071	12.5650441615	-0.0577041561
4.0384615385	12.5651622491	-0.0572956268	12.5639297450	-0.0581937472
4.0576923077	12.5640559528	-0.0577887712	12.5628059949	-0.0586748422
4.0769230769	12.5629404088	-0.0582738728	12.5616730752	-0.0591473707
4.0961538462	12.5618157744	-0.0587508623	12.5605311514	-0.0596112638
4.1153846154	12.5606822080	-0.0592196683	12.5593803901	-0.0600664537
4.1346153846	12.5595398695	-0.0596802174	12.5582209594	-0.0605128741
4.1538461538	12.5583889197	-0.0601324341	12.5570530285	-0.0609504597
4.1730769231	12.5572295211	-0.0605762413	12.5558767680	-0.0613791466
4.1923076923	12.5560618370	-0.0610115598	12.5546923495	-0.0617988722
4.2115384615	12.5548860323	-0.0614383089	12.5534999461	-0.0622095754
4.2307692308	12.5537022729	-0.0618564063	12.5522997318	-0.0626111960
4.2500000000	12.5525107263	-0.0622657686	12.5510918818	-0.0630036755
4.2692307692	12.5513115608	-0.0626663110	12.5498765725	-0.0633869566
4.2884615385	12.5501049465	-0.0630579482	12.5486539812	-0.0637609833
4.3076923077	12.5488910543	-0.0634405940	12.5474242866	-0.0641257010
4.3269230769	12.5476700565	-0.0638141620	12.5461876681	-0.0644810565
4.3461538462	12.5464421268	-0.0641785658	12.5449443063	-0.0648269978
4.3653846154	12.5452074401	-0.0645337194	12.5436943827	-0.0651634745
4.3846153846	12.5439661722	-0.0648795371	12.5424380798	-0.0654904375
4.4038461538	12.5427185006	-0.0652159343	12.5411755811	-0.0658078389
4.4230769231	12.5414646036	-0.0655428279	12.5399070707	-0.0661156326
4.4423076923	12.5402046610	-0.0658601361	12.5386327340	-0.0664137734
4.4615384615	12.5389388534	-0.0661677790	12.5373527570	-0.0667022180
4.4807692308	12.5376673629	-0.0664656794	12.5360673265	-0.0669809241
4.5000000000	12.5363903724	-0.0667537622	12.5347766303	-0.0672498512
4.5192307692	12.5351080659	-0.0670319556	12.5334808567	-0.0675089599
4.5384615385	12.5338206287	-0.0673001909	12.5321801950	-0.0677582124
4.5576923077	12.5325282469	-0.0675584029	12.5308748350	-0.0679975723
4.5769230769	12.5312311074	-0.0678065302	12.5295649674	-0.0682270047
4.5961538462	12.5299293983	-0.0680445156	12.5282507833	-0.0684464760
4.6153846154	12.5286233084	-0.0682723061	12.5269324747	-0.0686559543
4.6346153846	12.5273130274	-0.0684898530	12.5256102339	-0.0688554090
4.6538461538	12.5259987458	-0.0686971127	12.5242842541	-0.0690448108
4.6730769231	12.5246806547	-0.0688940461	12.5229547289	-0.0692241323
4.6923076923	12.5233589460	-0.0690806192	12.5216218523	-0.0693933471
4.7115384615	12.5220338121	-0.0692568030	12.5202858190	-0.0695524306
4.7307692308	12.5207054461	-0.0694225737	12.5189468239	-0.0697013596
4.7500000000	12.5193740416	-0.0695779126	12.5176050627	-0.0698401123
4.7692307692	12.5180397927	-0.0697228061	12.5162607311	-0.0699686685
4.7884615385	12.5167028936	-0.0698572458	12.5149140255	-0.0700870094
4.8076923077	12.5153635393	-0.0699812284	12.5135651425	-0.0701951177
4.8269230769	12.5140219249	-0.0700947553	12.5122142790	-0.0702929776
4.8461538462	12.5126782456	-0.0701978330	12.5108616322	-0.0703805748
4.8653846154	12.5113326970	-0.0702904726	12.5095073997	-0.0704578967
4.8846153846	12.5099854748	-0.0703726894	12.5081517791	-0.0705249318
4.9038461538	12.5086367747	-0.0704445034	12.5067949683	-0.0705816703
4.9230769231	12.5072867926	-0.0705059382	12.5054371655	-0.0706281041
4.9423076923	12.5059357244	-0.0705570214	12.5040785689	-0.0706642263
4.9615384615	12.5045837657	-0.0705977840	12.5027193768	-0.0706900316
4.9807692308	12.5032311124	-0.0706282599	12.5013597876	-0.0707055163
5.0000000000	12.5018779598	-0.0706484863	12.5000000000	-0.0707106781
5.0192307692	12.5005245036	-0.0706585024	12.4986402124	-0.0707055163
5.0384615385	12.4991709389	-0.0706583499	12.4972806232	-0.0706900316
5.0576923077	12.4978174607	-0.0706480720	12.4959214311	-0.0706642263
5.0769230769	12.4964642638	-0.0706277134	12.4945628345	-0.0706281041
5.0961538462	12.4951115427	-0.0705973200	12.4932050317	-0.0705816703
5.1153846154	12.4937594914	-0.0705569381	12.4918482209	-0.0705249318
5.1346153846	12.4924083040	-0.0705066146	12.4904926003	-0.0704578967
5.1538461538	12.4910581739	-0.0704463961	12.4891383678	-0.0703805748
5.1730769231	12.4897092942	-0.0703763290	12.4877857210	-0.0702929776
5.1923076923	12.4883618579	-0.0702964589	12.4864348575	-0.0701951177
5.2115384615	12.4870160574	-0.0702068304	12.4850859745	-0.0700870094
5.2307692308	12.4856720848	-0.0701074868	12.4837392689	-0.0699686685
5.2500000000	12.4843301317	-0.0699984698	12.4823949373	-0.0698401123
5.2692307692	12.4829903895	-0.0698798191	12.4810531761	-0.0697013596
5.2884615385	12.4816530491	-0.0697515725	12.4797141810	-0.0695524306
5.3076923077	12.4803183012	-0.0696137654	12.4783781477	-0.0693933471
5.3269230769	12.4789863359	-0.0694664307	12.4770452711	-0.0692241323
5.3461538462	12.4776573431	-0.0693095987	12.4757157459	-0.0690448108
5.3653846154	12.4763315122	-0.0691432971	12.4743897661	-0.0688554090
5.3846153846	12.4750090324	-0.0689675506	12.4730675253	-0.0686559543
5.4038461538	12.4736900924	-0.0687823812	12.4717492167	-0.0684464760
5.4230769231	12.4723748806	-0.0685878079	12.4704350326	-0.0682270047
5.4423076923	12.4710635851	-0.0683838469	12.4691251650	-0.0679975723
5.4615384615	12.4697563937	-0.0681705116	12.4678198050	-0.0677582124
5.4807692308	12.4684534938	-0.0679478126	12.4665191433	-0.0675089599
5.5000000000	12.4671550724	-0.0677157580	12.4652233697	-0.0672498512
5.5192307692	12.4658613164	-0.0674743534	12.4639326735	-0.0669809241
5.5384615385	12.4645724121	-0.0672236020	12.4626472430	-0.0667022180
5.5576923077	12.4632885457	-0.0669635051	12.4613672660	-0.0664137734
5.5769230769	12.4620099030	-0.0666940619	12.4600929293	-0.0661156326
5.5961538462	12.4607366694	-0.0664152702	12.4588244189	-0.0658078389
5.6153846154	12.4594690300	-0.0661271265	12.4575619202	-0.0654904375
5.6346153846	12.4582071695	-0.0658296260	12.4563056173	-0.0651634745
5.6538461538	12.4569512724	-0.0655227635	12.4550556937	-0.0648269978
5.6730769231	12.4557015225	-0.0652065331	12.4538123319	-0.0644810565
5.6923076923	12.4544581035	-0.0648809292	12.4525757134	-0.0641257010
5.7115384615	12.4532211986	-0.0645459463	12.4513460188	-0.0637609833
5.7307692308	12.4519909903	-0.0642015795	12.4501234275	-0.0633869566
5.7500000000	12.4507676608	-0.0638478250	12.4489081182	-0.0630036755
5.7692307692	12.4495513919	-0.0634846806	12.4477002682	-0.0626111960
5.7884615385	12.4483423646	-0.0631121454	12.4465000539	-0.0622095754
5.8076923077	12.4471407594	-0.0627302210	12.4453076505	-0.0617988722
5.8269230769	12.4459467561	-0.0623389113	12.4441232320	-0.0613791466
5.8461538462	12.4447605340	-0.0619382230	12.4429469715	-0.0609504597
5.8653846154	12.4435822713	-0.0615281660	12.4417790406	-0.0605128741
5.8846153846	12.4424121459	-0.0611087534	12.4406196099	-0.0600664537
5.9038461538	12.4412503343	-0.0606800022	12.4394688486	-0.0596112638
5.9230769231	12.4400970126	-0.0602419335	12.4383269248	-0.0591473707
5.9423076923	12.4389523556	-0.0597945724	12.4371940051	-0.0586748422
5.9615384615	12.4378165373	-0.0593379487	12.4360702550	-0.0581937472
5.9807692308	12.4366897304	-0.0588720966	12.4349558385	-0.0577041561
6.0000000000	12.4355721067	-0.0583970553	12.4338509184	-0.0572061403
6.0192307692	12.4344638367	-0.0579128691	12.4327556559	-0.0566997725
6.0384615385	12.4333650894	-0.0574195873	12.4316702110	-0.0561851266
6.0576923077	12.4322760330	-0.0569172643	12.4305947421	-0.0556622777
6.0769230769	12.4311968337	-0.0564059599	12.4295294062	-0.0551313023
6.0961538462	12.4301276567	-0.0558857391	12.4284743590	-0.0545922778
6.1153846154	12.4290686654	-0.0553566722	12.4274297543	-0.0540452829
