#Time 	 x_analytical 	 v_analytical 	 x_MPM 	 v_MPM 	 error_x 	 error_v
9.190000 	 0.507454 	 0.036812 	 0.501193 	 0.006369 	 0.006261 	 0.030444
9.200000 	 0.507626 	 0.030902 	 0.501215 	 0.005404 	 0.006411 	 0.025498
9.210000 	 0.507767 	 0.024869 	 0.501232 	 0.004421 	 0.006535 	 0.020448
9.220000 	 0.507878 	 0.018738 	 0.501245 	 0.003424 	 0.006634 	 0.015314
9.230000 	 0.507958 	 0.012533 	 0.501252 	 0.002418 	 0.006706 	 0.010115
9.240000 	 0.508005 	 0.006279 	 0.501254 	 0.001407 	 0.006752 	 0.004872
9.250000 	 0.508021 	 0.000000 	 0.501251 	 0.000394 	 0.006771 	 0.000394
9.260000 	 0.508005 	 -0.006279 	 0.501243 	 -0.000617 	 0.006763 	 0.005662
9.270000 	 0.507958 	 -0.012533 	 0.501229 	 -0.001621 	 0.006728 	 0.010912
9.280000 	 0.507878 	 -0.018738 	 0.501211 	 -0.002615 	 0.006667 	 0.016123
9.290000 	 0.507767 	 -0.024869 	 0.501188 	 -0.003595 	 0.006579 	 0.021274
9.300000 	 0.507626 	 -0.030902 	 0.501161 	 -0.004557 	 0.006465 	 0.026345
9.310000 	 0.507454 	 -0.036812 	 0.501129 	 -0.005497 	 0.006325 	 0.031316
9.320000 	 0.507252 	 -0.042578 	 0.501092 	 -0.006411 	 0.006161 	 0.036167
9.330000 	 0.507022 	 -0.048175 	 0.501051 	 -0.007297 	 0.005971 	 0.040878
9.340000 	 0.506764 	 -0.053583 	 0.501006 	 -0.008150 	 0.005759 	 0.045432
9.350000 	 0.506480 	 -0.058779 	 0.500957 	 -0.008968 	 0.005523 	 0.049810
9.360000 	 0.506169 	 -0.063742 	 0.500904 	 -0.009748 	 0.005265 	 0.053995
9.370000 	 0.505835 	 -0.068455 	 0.500848 	 -0.010485 	 0.004987 	 0.057970
9.380000 	 0.505477 	 -0.072897 	 0.500788 	 -0.011179 	 0.004689 	 0.061718
9.390000 	 0.505098 	 -0.077051 	 0.500726 	 -0.011825 	 0.004372 	 0.065226
9.400000 	 0.504699 	 -0.080902 	 0.500661 	 -0.012422 	 0.004039 	 0.068479
9.410000 	 0.504282 	 -0.084433 	 0.500593 	 -0.012968 	 0.003689 	 0.071465
9.420000 	 0.503848 	 -0.087631 	 0.500523 	 -0.013461 	 0.003325 	 0.074170
9.430000 	 0.503400 	 -0.090483 	 0.500452 	 -0.013898 	 0.002948 	 0.076584
9.440000 	 0.502938 	 -0.092978 	 0.500378 	 -0.014279 	 0.002560 	 0.078699
9.450000 	 0.502465 	 -0.095106 	 0.500303 	 -0.014602 	 0.002162 	 0.080504
9.460000 	 0.501983 	 -0.096858 	 0.500228 	 -0.014866 	 0.001755 	 0.081992
9.470000 	 0.501493 	 -0.098229 	 0.500151 	 -0.015071 	 0.001342 	 0.083158
9.480000 	 0.500998 	 -0.099211 	 0.500075 	 -0.015215 	 0.000924 	 0.083997
9.490000 	 0.500500 	 -0.099803 	 0.499998 	 -0.015298 	 0.000502 	 0.084505
9.500000 	 0.500000 	 -0.100000 	 0.499921 	 -0.015321 	 0.000079 	 0.084679
9.510000 	 0.499501 	 -0.099803 	 0.499845 	 -0.015283 	 0.000344 	 0.084520
9.520000 	 0.499004 	 -0.099211 	 0.499769 	 -0.015185 	 0.000766 	 0.084027
9.530000 	 0.498511 	 -0.098229 	 0.499695 	 -0.015027 	 0.001184 	 0.083202
9.540000 	 0.498025 	 -0.096858 	 0.499622 	 -0.014811 	 0.001597 	 0.082047
9.550000 	 0.497547 	 -0.095106 	 0.499551 	 -0.014537 	 0.002004 	 0.080569
9.560000 	 0.497079 	 -0.092978 	 0.499481 	 -0.014207 	 0.002402 	 0.078771
9.570000 	 0.496623 	 -0.090483 	 0.499414 	 -0.013822 	 0.002791 	 0.076661
9.580000 	 0.496181 	 -0.087631 	 0.499350 	 -0.013384 	 0.003169 	 0.074247
9.590000 	 0.495754 	 -0.084433 	 0.499288 	 -0.012894 	 0.003534 	 0.071538
9.600000 	 0.495344 	 -0.080902 	 0.499229 	 -0.012356 	 0.003884 	 0.068545
9.610000 	 0.494953 	 -0.077051 	 0.499173 	 -0.011771 	 0.004220 	 0.065280
9.620000 	 0.494582 	 -0.072897 	 0.499120 	 -0.011143 	 0.004538 	 0.061754
9.630000 	 0.494233 	 -0.068455 	 0.499072 	 -0.010472 	 0.004839 	 0.057983
9.640000 	 0.493906 	 -0.063742 	 0.499026 	 -0.009763 	 0.005121 	 0.053979
9.650000 	 0.493603 	 -0.058779 	 0.498985 	 -0.009018 	 0.005382 	 0.049760
9.660000 	 0.493326 	 -0.053583 	 0.498948 	 -0.008241 	 0.005622 	 0.045342
9.670000 	 0.493075 	 -0.048175 	 0.498915 	 -0.007434 	 0.005840 	 0.040742
9.680000 	 0.492851 	 -0.042578 	 0.498886 	 -0.006600 	 0.006035 	 0.035977
9.690000 	 0.492656 	 -0.036812 	 0.498862 	 -0.005745 	 0.006206 	 0.031068
9.700000 	 0.492489 	 -0.030902 	 0.498842 	 -0.004869 	 0.006353 	 0.026032
9.710000 	 0.492351 	 -0.024869 	 0.498826 	 -0.003979 	 0.006475 	 0.020890
9.720000 	 0.492244 	 -0.018738 	 0.498816 	 -0.003075 	 0.006572 	 0.015663
9.730000 	 0.492167 	 -0.012533 	 0.498809 	 -0.002164 	 0.006642 	 0.010369
9.740000 	 0.492121 	 -0.006279 	 0.498808 	 -0.001247 	 0.006687 	 0.005032
9.750000 	 0.492105 	 -0.000000 	 0.498811 	 -0.000329 	 0.006706 	 0.000329
9.760000 	 0.492121 	 0.006279 	 0.498818 	 0.000586 	 0.006698 	 0.005693
9.770000 	 0.492167 	 0.012533 	 0.498830 	 0.001496 	 0.006663 	 0.011038
9.780000 	 0.492244 	 0.018738 	 0.498847 	 0.002396 	 0.006603 	 0.016342
9.790000 	 0.492351 	 0.024869 	 0.498868 	 0.003283 	 0.006516 	 0.021586
9.800000 	 0.492489 	 0.030902 	 0.498893 	 0.004153 	 0.006404 	 0.026748
9.810000 	 0.492656 	 0.036812 	 0.498922 	 0.005004 	 0.006266 	 0.031808
9.820000 	 0.492851 	 0.042578 	 0.498955 	 0.005832 	 0.006104 	 0.036746
9.830000 	 0.493075 	 0.048175 	 0.498992 	 0.006633 	 0.005917 	 0.041543
9.840000 	 0.493326 	 0.053583 	 0.499033 	 0.007405 	 0.005707 	 0.046178
9.850000 	 0.493603 	 0.058779 	 0.499077 	 0.008144 	 0.005474 	 0.050634
9.860000 	 0.493906 	 0.063742 	 0.499125 	 0.008849 	 0.005219 	 0.054894
9.870000 	 0.494233 	 0.068455 	 0.499176 	 0.009516 	 0.004943 	 0.058939
9.880000 	 0.494582 	 0.072897 	 0.499230 	 0.010142 	 0.004648 	 0.062755
9.890000 	 0.494953 	 0.077051 	 0.499286 	 0.010726 	 0.004333 	 0.066325
9.900000 	 0.495344 	 0.080902 	 0.499345 	 0.011266 	 0.004001 	 0.069636
9.910000 	 0.495754 	 0.084433 	 0.499406 	 0.011759 	 0.003652 	 0.072674
9.920000 	 0.496181 	 0.087631 	 0.499469 	 0.012203 	 0.003288 	 0.075428
9.930000 	 0.496623 	 0.090483 	 0.499534 	 0.012597 	 0.002911 	 0.077885
9.940000 	 0.497079 	 0.092978 	 0.499601 	 0.012941 	 0.002522 	 0.080037
9.950000 	 0.497547 	 0.095106 	 0.499668 	 0.013231 	 0.002121 	 0.081874
9.960000 	 0.498025 	 0.096858 	 0.499737 	 0.013469 	 0.001712 	 0.083389
9.970000 	 0.498511 	 0.098229 	 0.499806 	 0.013652 	 0.001295 	 0.084577
9.980000 	 0.499004 	 0.099211 	 0.499875 	 0.013781 	 0.000872 	 0.085431
9.990000 	 0.499501 	 0.099803 	 0.499945 	 0.013854 	 0.000444 	 0.085948
