# step	 time	 x_p_n	 v_p_n	 N0	 N1	 mass_n0	 mass_n1	 mv_n0	 mv_n1	 f_total0	 f_total1	 mv_n0_after	 mv_n1_after	 a_grid	 v_pic	 x_p_np1	 v_p_np1
377	3.7700000000	0.4962400047	0.0037126758	0.5037599953	0.4962400047	0.5037599953	0.4962400047	0.0000000000	0.0018423783	-0.2960572510	0.2960572510	0.0000000000	0.0048029508	0.0000000000	0.0048029508	0.4962880342	0.0066732484
378	3.7800000000	0.4962880342	0.0066732484	0.5037119658	0.4962880342	0.5037119658	0.4962880342	0.0000000000	0.0033118533	-0.2922362592	0.2922362592	0.0000000000	0.0062342159	-0.0000000000	0.0062342159	0.4963503763	0.0095956109
379	3.7900000000	0.4963503763	0.0095956109	0.5036496237	0.4963503763	0.5036496237	0.4963503763	0.0000000000	0.0047627851	-0.2872771032	0.2872771032	0.0000000000	0.0076355561	0.0000000000	0.0076355561	0.4964267319	0.0124683820
380	3.8000000000	0.4964267319	0.0124683820	0.5035732681	0.4964267319	0.5035732681	0.4964267319	0.0000000000	0.0061896381	-0.2812039805	0.2812039805	0.0000000000	0.0090016779	0.0000000000	0.0090016779	0.4965167487	0.0152804218
381	3.8100000000	0.4965167487	0.0152804218	0.5034832513	0.4965167487	0.5034832513	0.4965167487	0.0000000000	0.0075869853	-0.2740453813	0.2740453813	0.0000000000	0.0103274392	0.0000000000	0.0103274392	0.4966200231	0.0180208756
382	3.8200000000	0.4966200231	0.0180208756	0.5033799769	0.4966200231	0.5033799769	0.4966200231	0.0000000000	0.0089495277	-0.2658339573	0.2658339573	0.0000000000	0.0116078672	-0.0000000000	0.0116078672	0.4967361017	0.0206792152
383	3.8300000000	0.4967361017	0.0206792152	0.5032638983	0.4967361017	0.5032638983	0.4967361017	0.0000000000	0.0102721127	-0.2566063747	0.2566063747	0.0000000000	0.0128381765	-0.0000000000	0.0128381765	0.4968644835	0.0232452789
384	3.8400000000	0.4968644835	0.0232452789	0.5031355165	0.4968644835	0.5031355165	0.4968644835	0.0000000000	0.0115497535	-0.2464031523	0.2464031523	0.0000000000	0.0140137850	0.0000000000	0.0140137850	0.4970046213	0.0257093104
385	3.8500000000	0.4970046213	0.0257093104	0.5029953787	0.4970046213	0.5029953787	0.4970046213	0.0000000000	0.0127776461	-0.2352684853	0.2352684853	0.0000000000	0.0151303310	-0.0000000000	0.0151303310	0.4971559247	0.0280619953
386	3.8600000000	0.4971559247	0.0280619953	0.5028440753	0.4971559247	0.5028440753	0.4971559247	0.0000000000	0.0139511872	-0.2232500553	0.2232500553	0.0000000000	0.0161836878	0.0000000000	0.0161836878	0.4973177615	0.0302944958
387	3.8700000000	0.4973177615	0.0302944958	0.5026822385	0.4973177615	0.5026822385	0.4973177615	0.0000000000	0.0150659909	-0.2103988279	0.2103988279	0.0000000000	0.0171699791	0.0000000000	0.0171699791	0.4974894613	0.0323984841
388	3.8800000000	0.4974894613	0.0323984841	0.5025105387	0.4974894613	0.5025105387	0.4974894613	0.0000000000	0.0161179044	-0.1967688380	0.1967688380	0.0000000000	0.0180855928	0.0000000000	0.0180855928	0.4976703173	0.0343661725
389	3.8900000000	0.4976703173	0.0343661725	0.5023296827	0.4976703173	0.5023296827	0.4976703173	0.0000000000	0.0171030240	-0.1824169644	0.1824169644	0.0000000000	0.0189271936	-0.0000000000	0.0189271936	0.4978595892	0.0361903421
390	3.9000000000	0.4978595892	0.0361903421	0.5021404108	0.4978595892	0.5021404108	0.4978595892	0.0000000000	0.0180177089	-0.1674026944	0.1674026944	0.0000000000	0.0196917358	0.0000000000	0.0196917358	0.4980565065	0.0378643691
391	3.9100000000	0.4980565065	0.0378643691	0.5019434935	0.4980565065	0.5019434935	0.4980565065	0.0000000000	0.0188585954	-0.1517878787	0.1517878787	0.0000000000	0.0203764742	0.0000000000	0.0203764742	0.4982602713	0.0393822479
392	3.9200000000	0.4982602713	0.0393822479	0.5017397287	0.4982602713	0.5017397287	0.4982602713	0.0000000000	0.0196226095	-0.1356364793	0.1356364793	0.0000000000	0.0209789743	0.0000000000	0.0209789743	0.4984700610	0.0407386127
393	3.9300000000	0.4984700610	0.0407386127	0.5015299390	0.4984700610	0.5015299390	0.4984700610	0.0000000000	0.0203069787	-0.1190143090	0.1190143090	0.0000000000	0.0214971218	0.0000000000	0.0214971218	0.4986850323	0.0419287558
394	3.9400000000	0.4986850323	0.0419287558	0.5013149677	0.4986850323	0.5013149677	0.4986850323	0.0000000000	0.0209092429	-0.1019887659	0.1019887659	0.0000000000	0.0219291306	0.0000000000	0.0219291306	0.4989043236	0.0429486434
395	3.9500000000	0.4989043236	0.0429486434	0.5010956764	0.4989043236	0.5010956764	0.4989043236	0.0000000000	0.0214272639	-0.0846285622	0.0846285622	0.0000000000	0.0222735495	0.0000000000	0.0222735495	0.4991270591	0.0437949290
396	3.9600000000	0.4991270591	0.0437949290	0.5008729409	0.4991270591	0.5008729409	0.4991270591	0.0000000000	0.0218592341	-0.0670034495	0.0670034495	0.0000000000	0.0225292686	0.0000000000	0.0225292686	0.4993523517	0.0444649635
397	3.9700000000	0.4993523517	0.0444649635	0.5006476483	0.4993523517	0.5006476483	0.4993523517	0.0000000000	0.0222036841	-0.0491839413	0.0491839413	0.0000000000	0.0226955235	-0.0000000000	0.0226955235	0.4995793070	0.0449568029
398	3.9800000000	0.4995793070	0.0449568029	0.5004206930	0.4995793070	0.5004206930	0.4995793070	0.0000000000	0.0224594885	-0.0312410328	0.0312410328	0.0000000000	0.0227718988	-0.0000000000	0.0227718988	0.4998070260	0.0452692133
399	3.9900000000	0.4998070260	0.0452692133	0.5001929740	0.4998070260	0.5001929740	0.4998070260	0.0000000000	0.0226258709	-0.0132459213	0.0132459213	0.0000000000	0.0227583301	0.0000000000	0.0227583301	0.5000346093	0.0454016725
400	4.0000000000	0.5000346093	0.0454016725	0.4999653907	0.5000346093	0.4999653907	0.5000346093	0.0000000000	0.0227024076	0.0047302737	-0.0047302737	0.0000000000	0.0226551048	0.0000000000	0.0226551048	0.5002611603	0.0453543698
401	4.0100000000	0.5002611603	0.0453543698	0.4997388397	0.5002611603	0.4997388397	0.5002611603	0.0000000000	0.0226890296	0.0226167894	-0.0226167894	0.0000000000	0.0224628617	0.0000000000	0.0224628617	0.5004857889	0.0451282019
402	4.0200000000	0.5004857889	0.0451282019	0.4995142111	0.5004857889	0.4995142111	0.5004857889	0.0000000000	0.0225860237	0.0403434951	-0.0403434951	0.0000000000	0.0221825888	0.0000000000	0.0221825888	0.5007076148	0.0447247669
403	4.0300000000	0.5007076148	0.0447247669	0.4992923852	0.5007076148	0.4992923852	0.5007076148	0.0000000000	0.0223940314	0.0578411648	-0.0578411648	0.0000000000	0.0218156197	0.0000000000	0.0218156197	0.5009257710	0.0441463553
404	4.0400000000	0.5009257710	0.0441463553	0.4990742290	0.5009257710	0.4990742290	0.5009257710	0.0000000000	0.0221140470	0.0750417450	-0.0750417450	0.0000000000	0.0213636296	0.0000000000	0.0213636296	0.5011394073	0.0433959378
405	4.0500000000	0.5011394073	0.0433959378	0.4988605927	0.5011394073	0.4988605927	0.5011394073	0.0000000000	0.0217474146	0.0918786166	-0.0918786166	0.0000000000	0.0208286284	0.0000000000	0.0208286284	0.5013476936	0.0424771516
406	4.0600000000	0.5013476936	0.0424771516	0.4986523064	0.5013476936	0.4986523064	0.5013476936	0.0000000000	0.0212958220	0.1082868511	-0.1082868511	0.0000000000	0.0202129535	0.0000000000	0.0202129535	0.5015498231	0.0413942831
407	4.0700000000	0.5015498231	0.0413942831	0.4984501769	0.5015498231	0.4984501769	0.5015498231	0.0000000000	0.0207612954	0.1242034580	-0.1242034580	0.0000000000	0.0195192608	0.0000000000	0.0195192608	0.5017450157	0.0401522486
408	4.0800000000	0.5017450157	0.0401522486	0.4982549843	0.5017450157	0.4982549843	0.5017450157	0.0000000000	0.0201461906	0.1395676251	-0.1395676251	0.0000000000	0.0187505143	0.0000000000	0.0187505143	0.5019325209	0.0387565723
409	4.0900000000	0.5019325209	0.0387565723	0.4980674791	0.5019325209	0.4980674791	0.5019325209	0.0000000000	0.0194531840	0.1543209483	-0.1543209483	0.0000000000	0.0179099746	0.0000000000	0.0179099746	0.5021116206	0.0372133628
410	4.1000000000	0.5021116206	0.0372133628	0.4978883794	0.5021116206	0.4978883794	0.5021116206	0.0000000000	0.0186852619	0.1684076517	-0.1684076517	0.0000000000	0.0170011854	0.0000000000	0.0170011854	0.5022816325	0.0355292863
411	4.1100000000	0.5022816325	0.0355292863	0.4977183675	0.5022816325	0.4977183675	0.5022816325	0.0000000000	0.0178457079	0.1817747969	-0.1817747969	0.0000000000	0.0160279600	0.0000000000	0.0160279600	0.5024419121	0.0337115383
412	4.1200000000	0.5024419121	0.0337115383	0.4975580879	0.5024419121	0.4975580879	0.5024419121	0.0000000000	0.0169380898	0.1943724803	-0.1943724803	0.0000000000	0.0149943650	0.0000000000	0.0149943650	0.5025918557	0.0317678135
413	4.1300000000	0.5025918557	0.0317678135	0.4974081443	0.5025918557	0.4974081443	0.5025918557	0.0000000000	0.0159662444	0.2061540174	-0.2061540174	0.0000000000	0.0139047042	0.0000000000	0.0139047042	0.5027309028	0.0297062734
414	4.1400000000	0.5027309028	0.0297062734	0.4972690972	0.5027309028	0.4972690972	0.5027309028	0.0000000000	0.0149342616	0.2170761147	-0.2170761147	0.0000000000	0.0127635005	0.0000000000	0.0127635005	0.5028585378	0.0275355122
415	4.1500000000	0.5028585378	0.0275355122	0.4971414622	0.5028585378	0.4971414622	0.5028585378	0.0000000000	0.0138464674	0.2270990276	-0.2270990276	0.0000000000	0.0115754771	0.0000000000	0.0115754771	0.5029742925	0.0252645219
416	4.1600000000	0.5029742925	0.0252645219	0.4970257075	0.5029742925	0.4970257075	0.5029742925	0.0000000000	0.0127074050	0.2361867031	-0.2361867031	0.0000000000	0.0103455380	0.0000000000	0.0103455380	0.5030777479	0.0229026549
417	4.1700000000	0.5030777479	0.0229026549	0.4969222521	0.5030777479	0.4969222521	0.5030777479	0.0000000000	0.0115218161	0.2443069087	-0.2443069087	0.0000000000	0.0090787470	0.0000000000	0.0090787470	0.5031685354	0.0204595858
418	4.1800000000	0.5031685354	0.0204595858	0.4968314646	0.5031685354	0.4968314646	0.5031685354	0.0000000000	0.0102946198	0.2514313456	-0.2514313456	0.0000000000	0.0077803064	0.0000000000	0.0077803064	0.5032463385	0.0179452724
419	4.1900000000	0.5032463385	0.0179452724	0.4967536615	0.5032463385	0.4967536615	0.5032463385	0.0000000000	0.0090308926	0.2575357452	-0.2575357452	0.0000000000	0.0064555352	0.0000000000	0.0064555352	0.5033108938	0.0153699149
420	4.2000000000	0.5033108938	0.0153699149	0.4966891062	0.5033108938	0.4966891062	0.5033108938	0.0000000000	0.0077358456	0.2625999512	-0.2625999512	0.0000000000	0.0051098461	0.0000000000	0.0051098461	0.5033619923	0.0127439154
421	4.2100000000	0.5033619923	0.0127439154	0.4966380077	0.5033619923	0.4966380077	0.5033619923	0.0000000000	0.0064148026	0.2666079837	-0.2666079837	0.0000000000	0.0037487228	0.0000000000	0.0037487228	0.5033994795	0.0100778356
422	4.2200000000	0.5033994795	0.0100778356	0.4966005205	0.5033994795	0.4966005205	0.5033994795	0.0000000000	0.0050731772	0.2695480873	-0.2695480873	0.0000000000	0.0023776963	0.0000000000	0.0023776963	0.5034232565	0.0073823547
423	4.2300000000	0.5034232565	0.0073823547	0.4965767435	0.5034232565	0.4965767435	0.5034232565	0.0000000000	0.0037164490	0.2714127632	-0.2714127632	0.0000000000	0.0010023214	0.0000000000	0.0010023214	0.5034332797	0.0046682271
424	4.2400000000	0.5034332797	0.0046682271	0.4965667203	0.5034332797	0.4965667203	0.5034332797	0.0000000000	0.0023501409	0.2721987830	-0.2721987830	0.0000000000	-0.0003718470	0.0000000000	-0.0003718470	0.5034295612	0.0019462392
425	4.2500000000	0.5034295612	0.0019462392	0.4965704388	0.5034295612	0.4965704388	0.5034295612	0.0000000000	0.0009797944	0.2719071867	-0.2719071867	0.0000000000	-0.0017392775	0.0000000000	-0.0017392775	0.5034121684	-0.0007728326
426	4.2600000000	0.5034121684	-0.0007728326	0.4965878316	0.5034121684	0.4965878316	0.5034121684	0.0000000000	-0.0003890534	0.2705432635	-0.2705432635	0.0000000000	-0.0030944860	0.0000000000	-0.0030944860	0.5033812236	-0.0034782653
427	4.2700000000	0.5033812236	-0.0034782653	0.4966187764	0.5033812236	0.4966187764	0.5033812236	0.0000000000	-0.0017508934	0.2681165162	-0.2681165162	0.0000000000	-0.0044320586	0.0000000000	-0.0044320586	0.5033369030	-0.0061594304
428	4.2800000000	0.5033369030	-0.0061594304	0.4966630970	0.5033369030	0.4966630970	0.5033369030	0.0000000000	-0.0031002686	0.2646406087	-0.2646406087	0.0000000000	-0.0057466747	0.0000000000	-0.0057466747	0.5032794362	-0.0088058365
429	4.2900000000	0.5032794362	-0.0088058365	0.4967205638	0.5032794362	0.4967205638	0.5032794362	0.0000000000	-0.0044317964	0.2601332971	-0.2601332971	0.0000000000	-0.0070331294	0.0000000000	-0.0070331294	0.5032091049	-0.0114071695
430	4.3000000000	0.5032091049	-0.0114071695	0.4967908951	0.5032091049	0.4967908951	0.5032091049	0.0000000000	-0.0057401916	0.2546163457	-0.2546163457	0.0000000000	-0.0082863550	0.0000000000	-0.0082863550	0.5031262414	-0.0139533330
431	4.3100000000	0.5031262414	-0.0139533330	0.4968737586	0.5031262414	0.4968737586	0.5031262414	0.0000000000	-0.0070202880	0.2481154263	-0.2481154263	0.0000000000	-0.0095014422	0.0000000000	-0.0095014422	0.5030312270	-0.0164344872
432	4.3200000000	0.5030312270	-0.0164344872	0.4969687730	0.5030312270	0.4969687730	0.5030312270	0.0000000000	-0.0082670603	0.2406600031	-0.2406600031	0.0000000000	-0.0106736603	0.0000000000	-0.0106736603	0.5029244904	-0.0188410872
433	4.3300000000	0.5029244904	-0.0188410872	0.4970755096	0.5029244904	0.4970755096	0.5029244904	0.0000000000	-0.0094756442	0.2322832027	-0.2322832027	0.0000000000	-0.0117984762	0.0000000000	-0.0117984762	0.5028065056	-0.0211639193
434	4.3400000000	0.5028065056	-0.0211639193	0.4971934944	0.5028065056	0.4971934944	0.5028065056	0.0000000000	-0.0106413563	0.2230216698	-0.2230216698	0.0000000000	-0.0128715730	0.0000000000	-0.0128715730	0.5026777899	-0.0233941360
435	4.3500000000	0.5026777899	-0.0233941360	0.4973222101	0.5026777899	0.4973222101	0.5026777899	0.0000000000	-0.0117597126	0.2129154097	-0.2129154097	0.0000000000	-0.0138888667	0.0000000000	-0.0138888667	0.5025389012	-0.0255232901
436	4.3600000000	0.5025389012	-0.0255232901	0.4974610988	0.5025389012	0.4974610988	0.5025389012	0.0000000000	-0.0128264461	0.2020076176	-0.2020076176	0.0000000000	-0.0148465223	0.0000000000	-0.0148465223	0.5023904360	-0.0275433662
437	4.3700000000	0.5023904360	-0.0275433662	0.4976095640	0.5023904360	0.4976095640	0.5023904360	0.0000000000	-0.0138375238	0.1903444965	-0.1903444965	0.0000000000	-0.0157409687	0.0000000000	-0.0157409687	0.5022330263	-0.0294468112
438	4.3800000000	0.5022330263	-0.0294468112	0.4977669737	0.5022330263	0.4977669737	0.5022330263	0.0000000000	-0.0147891611	0.1779750624	-0.1779750624	0.0000000000	-0.0165689117	0.0000000000	-0.0165689117	0.5020673372	-0.0312265618
439	4.3900000000	0.5020673372	-0.0312265618	0.4979326628	0.5020673372	0.4979326628	0.5020673372	0.0000000000	-0.0156778368	0.1649509405	-0.1649509405	0.0000000000	-0.0173273462	0.0000000000	-0.0173273462	0.5018940637	-0.0328760712
440	4.4000000000	0.5018940637	-0.0328760712	0.4981059363	0.5018940637	0.4981059363	0.5018940637	0.0000000000	-0.0165003050	0.1513261504	-0.1513261504	0.0000000000	-0.0180135665	0.0000000000	-0.0180135665	0.5017139281	-0.0343893327
441	4.4100000000	0.5017139281	-0.0343893327	0.4982860719	0.5017139281	0.4982860719	0.5017139281	0.0000000000	-0.0172536072	0.1371568834	-0.1371568834	0.0000000000	-0.0186251760	0.0000000000	-0.0186251760	0.5015276763	-0.0357609016
442	4.4200000000	0.5015276763	-0.0357609016	0.4984723237	0.5015276763	0.4984723237	0.5015276763	0.0000000000	-0.0179350819	0.1225012712	-0.1225012712	0.0000000000	-0.0191600946	0.0000000000	-0.0191600946	0.5013360754	-0.0369859143
443	4.4300000000	0.5013360754	-0.0369859143	0.4986639246	0.5013360754	0.4986639246	0.5013360754	0.0000000000	-0.0185423731	0.1074191481	-0.1074191481	0.0000000000	-0.0196165646	0.0000000000	-0.0196165646	0.5011399097	-0.0380601058
444	4.4400000000	0.5011399097	-0.0380601058	0.4988600903	0.5011399097	0.4988600903	0.5011399097	0.0000000000	-0.0190734380	0.0919718071	-0.0919718071	0.0000000000	-0.0199931560	0.0000000000	-0.0199931560	0.5009399781	-0.0389798238
445	4.4500000000	0.5009399781	-0.0389798238	0.4990600219	0.5009399781	0.4990600219	0.5009399781	0.0000000000	-0.0195265521	0.0762217511	-0.0762217511	0.0000000000	-0.0202887696	0.0000000000	-0.0202887696	0.5007370904	-0.0397420414
446	4.4600000000	0.5007370904	-0.0397420414	0.4992629096	0.5007370904	0.4992629096	0.5007370904	0.0000000000	-0.0199003142	0.0602324399	-0.0602324399	0.0000000000	-0.0205026386	0.0000000000	-0.0205026386	0.5005320641	-0.0403443658
447	4.4700000000	0.5005320641	-0.0403443658	0.4994679359	0.5005320641	0.4994679359	0.5005320641	0.0000000000	-0.0201936487	0.0440680347	-0.0440680347	0.0000000000	-0.0206343290	0.0000000000	-0.0206343290	0.5003257208	-0.0407850461
448	4.4800000000	0.5003257208	-0.0407850461	0.4996742792	0.5003257208	0.4996742792	0.5003257208	0.0000000000	-0.0204058076	0.0277931401	-0.0277931401	0.0000000000	-0.0206837390	0.0000000000	-0.0206837390	0.5001188834	-0.0410629775
449	4.4900000000	0.5001188834	-0.0410629775	0.4998811166	0.5001188834	0.4998811166	0.5001188834	0.0000000000	-0.0205363705	0.0114725463	-0.0114725463	0.0000000000	-0.0206510959	0.0000000000	-0.0206510959	0.4999123724	-0.0411777030
450	4.5000000000	0.4999123724	-0.0411777030	0.5000876276	0.4999123724	0.5000876276	0.4999123724	0.0000000000	-0.0205852432	-0.0048290295	0.0048290295	0.0000000000	-0.0205369529	0.0000000000	-0.0205369529	0.4997070029	-0.0411294127
451	4.5100000000	0.4997070029	-0.0411294127	0.5002929971	0.4997070029	0.5002929971	0.4997070029	0.0000000000	-0.0205526555	-0.0210471999	0.0210471999	0.0000000000	-0.0203421835	0.0000000000	-0.0203421835	0.4995035811	-0.0409189407
452	4.5200000000	0.4995035811	-0.0409189407	0.5004964189	0.4995035811	0.5004964189	0.4995035811	0.0000000000	-0.0204391574	-0.0371181617	0.0371181617	0.0000000000	-0.0200679758	0.0000000000	-0.0200679758	0.4993029013	-0.0405477591
453	4.5300000000	0.4993029013	-0.0405477591	0.5006970987	0.4993029013	0.5006970987	0.4993029013	0.0000000000	-0.0202456137	-0.0529789475	0.0529789475	0.0000000000	-0.0197158243	-0.0000000000	-0.0197158243	0.4991057431	-0.0400179696
454	4.5400000000	0.4991057431	-0.0400179696	0.5008942569	0.4991057431	0.5008942569	0.4991057431	0.0000000000	-0.0199731984	-0.0685676721	0.0685676721	0.0000000000	-0.0192875217	0.0000000000	-0.0192875217	0.4989128678	-0.0393322929
455	4.5500000000	0.4989128678	-0.0393322929	0.5010871322	0.4989128678	0.5010871322	0.4989128678	0.0000000000	-0.0196233870	-0.0838237746	0.0838237746	0.0000000000	-0.0187851493	0.0000000000	-0.0187851493	0.4987250163	-0.0384940551
456	4.5600000000	0.4987250163	-0.0384940551	0.5012749837	0.4987250163	0.5012749837	0.4987250163	0.0000000000	-0.0191979483	-0.0986882532	0.0986882532	0.0000000000	-0.0182110657	0.0000000000	-0.0182110657	0.4985429057	-0.0375071726
457	4.5700000000	0.4985429057	-0.0375071726	0.5014570943	0.4985429057	0.5014570943	0.4985429057	0.0000000000	-0.0186989348	-0.1131038938	0.1131038938	0.0000000000	-0.0175678959	0.0000000000	-0.0175678959	0.4983672267	-0.0363761336
458	4.5800000000	0.4983672267	-0.0363761336	0.5016327733	0.4983672267	0.5016327733	0.4983672267	0.0000000000	-0.0181286728	-0.1270154894	0.1270154894	0.0000000000	-0.0168585179	0.0000000000	-0.0168585179	0.4981986416	-0.0351059787
459	4.5900000000	0.4981986416	-0.0351059787	0.5018013584	0.4981986416	0.5018013584	0.4981986416	0.0000000000	-0.0174897509	-0.1403700516	0.1403700516	0.0000000000	-0.0160860504	0.0000000000	-0.0160860504	0.4980377810	-0.0337022782
460	4.6000000000	0.4980377810	-0.0337022782	0.5019622190	0.4980377810	0.5019622190	0.4980377810	0.0000000000	-0.0167850079	-0.1531170116	0.1531170116	0.0000000000	-0.0152538378	0.0000000000	-0.0152538378	0.4978852427	-0.0321711081
461	4.6100000000	0.4978852427	-0.0321711081	0.5021147573	0.4978852427	0.5021147573	0.4978852427	0.0000000000	-0.0160175200	-0.1652084111	0.1652084111	0.0000000000	-0.0143654359	0.0000000000	-0.0143654359	0.4977415883	-0.0305190240
462	4.6200000000	0.4977415883	-0.0305190240	0.5022584117	0.4977415883	0.5022584117	0.4977415883	0.0000000000	-0.0151905875	-0.1765990816	0.1765990816	0.0000000000	-0.0134245967	0.0000000000	-0.0134245967	0.4976073423	-0.0287530332
