# step	 time	 x_p_n	 v_p_n	 N0	 N1	 mass_n0	 mass_n1	 mv_n0	 mv_n1	 f_total0	 f_total1	 mv_n0_after	 mv_n1_after	 a_grid	 v_pic	 x_p_np1	 v_p_np1
466	4.6600000000	0.4972656990	-0.0228478369	0.5027343010	0.4972656990	0.5027343010	0.4972656990	0.0000000000	-0.0113614456	-0.2143577792	0.2143577792	0.0000000000	-0.0092178678	-0.0000000000	-0.0092178678	0.4971735204	-0.0207042591
467	4.6700000000	0.4971735204	-0.0207042591	0.5028264796	0.4971735204	0.5028264796	0.4971735204	0.0000000000	-0.0102936094	-0.2216759360	0.2216759360	0.0000000000	-0.0080768500	0.0000000000	-0.0080768500	0.4970927519	-0.0184874997
468	4.6800000000	0.4970927519	-0.0184874997	0.5029072481	0.4970927519	0.5029072481	0.4970927519	0.0000000000	-0.0091900021	-0.2280894163	0.2280894163	0.0000000000	-0.0069091080	-0.0000000000	-0.0069091080	0.4970236608	-0.0162066056
469	4.6900000000	0.4970236608	-0.0162066056	0.5029763392	0.4970236608	0.5029763392	0.4970236608	0.0000000000	-0.0080550664	-0.2335765341	0.2335765341	0.0000000000	-0.0057193011	0.0000000000	-0.0057193011	0.4969664678	-0.0138708402
470	4.7000000000	0.4969664678	-0.0138708402	0.5030335322	0.4969664678	0.5030335322	0.4969664678	0.0000000000	-0.0068933425	-0.2381193552	0.2381193552	0.0000000000	-0.0045121489	0.0000000000	-0.0045121489	0.4969213463	-0.0114896467
471	4.7100000000	0.4969213463	-0.0114896467	0.5030786537	0.4969213463	0.5030786537	0.4969213463	0.0000000000	-0.0057094507	-0.2417037519	0.2417037519	0.0000000000	-0.0032924132	0.0000000000	-0.0032924132	0.4968884222	-0.0090726092
472	4.7200000000	0.4968884222	-0.0090726092	0.5031115778	0.4968884222	0.5031115778	0.4968884222	0.0000000000	-0.0045080744	-0.2443194428	0.2443194428	0.0000000000	-0.0020648800	-0.0000000000	-0.0020648800	0.4968677734	-0.0066294147
473	4.7300000000	0.4968677734	-0.0066294147	0.5031322266	0.4968677734	0.5031322266	0.4968677734	0.0000000000	-0.0032939425	-0.2459600163	0.2459600163	0.0000000000	-0.0008343424	0.0000000000	-0.0008343424	0.4968594299	-0.0041698146
474	4.7400000000	0.4968594299	-0.0041698146	0.5031405701	0.4968594299	0.5031405701	0.4968594299	0.0000000000	-0.0020718117	-0.2466229394	0.2466229394	0.0000000000	0.0003944177	0.0000000000	0.0003944177	0.4968633741	-0.0017035852
475	4.7500000000	0.4968633741	-0.0017035852	0.5031366259	0.4968633741	0.5031366259	0.4968633741	0.0000000000	-0.0008464491	-0.2463095513	0.2463095513	0.0000000000	0.0016166464	0.0000000000	0.0016166464	0.4968795406	0.0007595103
476	4.7600000000	0.4968795406	0.0007595103	0.5031204594	0.4968795406	0.5031204594	0.4968795406	0.0000000000	0.0003773851	-0.2450250404	0.2450250404	0.0000000000	0.0028276356	-0.0000000000	0.0028276356	0.4969078169	0.0032097607
477	4.7700000000	0.4969078169	0.0032097607	0.5030921831	0.4969078169	0.5030921831	0.4969078169	0.0000000000	0.0015949552	-0.2427784078	0.2427784078	0.0000000000	0.0040227393	0.0000000000	0.0040227393	0.4969480443	0.0056375448
478	4.7800000000	0.4969480443	0.0056375448	0.5030519557	0.4969480443	0.5030519557	0.4969480443	0.0000000000	0.0028015669	-0.2395824149	0.2395824149	0.0000000000	0.0051973910	-0.0000000000	0.0051973910	0.4970000182	0.0080333690
479	4.7900000000	0.4970000182	0.0080333690	0.5029999818	0.4970000182	0.5029999818	0.4970000182	0.0000000000	0.0039925845	-0.2354535171	0.2354535171	0.0000000000	0.0063471197	0.0000000000	0.0063471197	0.4970634894	0.0103879041
480	4.8000000000	0.4970634894	0.0103879041	0.5029365106	0.4970634894	0.5029365106	0.4970634894	0.0000000000	0.0051634479	-0.2304117820	0.2304117820	0.0000000000	0.0074675657	-0.0000000000	0.0074675657	0.4971381651	0.0126920220
481	4.8100000000	0.4971381651	0.0126920220	0.5028618349	0.4971381651	0.5028618349	0.4971381651	0.0000000000	0.0063096885	-0.2244807956	0.2244807956	0.0000000000	0.0085544965	-0.0000000000	0.0085544965	0.4972237100	0.0149368299
482	4.8200000000	0.4972237100	0.0149368299	0.5027762900	0.4972237100	0.5027762900	0.4972237100	0.0000000000	0.0074269460	-0.2176875537	0.2176875537	0.0000000000	0.0096038215	0.0000000000	0.0096038215	0.4973197483	0.0171137055
483	4.8300000000	0.4973197483	0.0171137055	0.5026802517	0.4973197483	0.5026802517	0.4973197483	0.0000000000	0.0085109837	-0.2100623405	0.2100623405	0.0000000000	0.0106116071	-0.0000000000	0.0106116071	0.4974258643	0.0192143289
484	4.8400000000	0.4974258643	0.0192143289	0.5025741357	0.4974258643	0.5025741357	0.4974258643	0.0000000000	0.0095577041	-0.2016385959	0.2016385959	0.0000000000	0.0115740901	-0.0000000000	0.0115740901	0.4975416052	0.0212307148
485	4.8500000000	0.4975416052	0.0212307148	0.5024583948	0.4975416052	0.5024583948	0.4975416052	0.0000000000	0.0105631639	-0.1924527695	0.1924527695	0.0000000000	0.0124876916	0.0000000000	0.0124876916	0.4976664821	0.0231552425
486	4.8600000000	0.4976664821	0.0231552425	0.5023335179	0.4976664821	0.5023335179	0.4976664821	0.0000000000	0.0115235881	-0.1825441649	0.1825441649	0.0000000000	0.0133490297	0.0000000000	0.0133490297	0.4977999724	0.0249806842
487	4.8700000000	0.4977999724	0.0249806842	0.5022000276	0.4977999724	0.5022000276	0.4977999724	0.0000000000	0.0124353839	-0.1719547724	0.1719547724	0.0000000000	0.0141549316	-0.0000000000	0.0141549316	0.4979415218	0.0267002319
488	4.8800000000	0.4979415218	0.0267002319	0.5020584782	0.4979415218	0.5020584782	0.4979415218	0.0000000000	0.0132951541	-0.1607290928	0.1607290928	0.0000000000	0.0149024450	0.0000000000	0.0149024450	0.4980905462	0.0283075228
489	4.8900000000	0.4980905462	0.0283075228	0.5019094538	0.4980905462	0.5019094538	0.4980905462	0.0000000000	0.0140997095	-0.1489139514	0.1489139514	0.0000000000	0.0155888490	0.0000000000	0.0155888490	0.4982464347	0.0297966623
490	4.9000000000	0.4982464347	0.0297966623	0.5017535653	0.4982464347	0.5017535653	0.4982464347	0.0000000000	0.0148460808	-0.1365583045	0.1365583045	0.0000000000	0.0162116638	0.0000000000	0.0162116638	0.4984085513	0.0311622454
491	4.9100000000	0.4984085513	0.0311622454	0.5015914487	0.4984085513	0.5015914487	0.4984085513	0.0000000000	0.0155315296	-0.1237130378	0.1237130378	0.0000000000	0.0167686600	0.0000000000	0.0167686600	0.4985762379	0.0323993758
492	4.9200000000	0.4985762379	0.0323993758	0.5014237621	0.4985762379	0.5014237621	0.4985762379	0.0000000000	0.0161535589	-0.1104307585	0.1104307585	0.0000000000	0.0172578665	0.0000000000	0.0172578665	0.4987488166	0.0335036833
493	4.9300000000	0.4987488166	0.0335036833	0.5012511834	0.4987488166	0.5012511834	0.4987488166	0.0000000000	0.0167099224	-0.0967655814	0.0967655814	0.0000000000	0.0176775782	0.0000000000	0.0176775782	0.4989255924	0.0344713392
494	4.9400000000	0.4989255924	0.0344713392	0.5010744076	0.4989255924	0.5010744076	0.4989255924	0.0000000000	0.0171986333	-0.0827729102	0.0827729102	0.0000000000	0.0180263624	0.0000000000	0.0180263624	0.4991058560	0.0352990683
495	4.9500000000	0.4991058560	0.0352990683	0.5008941440	0.4991058560	0.5008941440	0.4991058560	0.0000000000	0.0176179717	-0.0685092149	0.0685092149	0.0000000000	0.0183030638	0.0000000000	0.0183030638	0.4992888867	0.0359841604
496	4.9600000000	0.4992888867	0.0359841604	0.5007111133	0.4992888867	0.5007111133	0.4992888867	0.0000000000	0.0179664914	-0.0540318052	0.0540318052	0.0000000000	0.0185068094	0.0000000000	0.0185068094	0.4994739547	0.0365244785
497	4.9700000000	0.4994739547	0.0365244785	0.5005260453	0.4994739547	0.5005260453	0.4994739547	0.0000000000	0.0182430257	-0.0393986025	0.0393986025	0.0000000000	0.0186370117	-0.0000000000	0.0186370117	0.4996603249	0.0369184645
498	4.9800000000	0.4996603249	0.0369184645	0.5003396751	0.4996603249	0.5003396751	0.4996603249	0.0000000000	0.0184466920	-0.0246679098	0.0246679098	0.0000000000	0.0186933711	0.0000000000	0.0186933711	0.4998472586	0.0371651436
499	4.9900000000	0.4998472586	0.0371651436	0.5001527414	0.4998472586	0.5001527414	0.4998472586	0.0000000000	0.0185768951	-0.0098981818	0.0098981818	0.0000000000	0.0186758769	0.0000000000	0.0186758769	0.5000340173	0.0372641254
500	5.0000000000	0.5000340173	0.0372641254	0.4999659827	0.5000340173	0.4999659827	0.5000340173	0.0000000000	0.0186333303	0.0048522056	-0.0048522056	0.0000000000	0.0185848083	0.0000000000	0.0185848083	0.5002198654	0.0372156033
501	5.0100000000	0.5002198654	0.0372156033	0.4997801346	0.5002198654	0.4997801346	0.5002198654	0.0000000000	0.0186159841	0.0195251837	-0.0195251837	0.0000000000	0.0184207323	0.0000000000	0.0184207323	0.5004040727	0.0370203515
502	5.0200000000	0.5004040727	0.0370203515	0.4995959273	0.5004040727	0.4995959273	0.5004040727	0.0000000000	0.0185251347	0.0340632181	-0.0340632181	0.0000000000	0.0181845025	0.0000000000	0.0181845025	0.5005859178	0.0366797193
503	5.0300000000	0.5005859178	0.0366797193	0.4994140822	0.5005859178	0.4994140822	0.5005859178	0.0000000000	0.0183613510	0.0484095319	-0.0484095319	0.0000000000	0.0178772556	0.0000000000	0.0178772556	0.5007646903	0.0361956240
504	5.0400000000	0.5007646903	0.0361956240	0.4992353097	0.5007646903	0.4992353097	0.5007646903	0.0000000000	0.0181254904	0.0625083257	-0.0625083257	0.0000000000	0.0175004072	0.0000000000	0.0175004072	0.5009396944	0.0355705407
505	5.0500000000	0.5009396944	0.0355705407	0.4990603056	0.5009396944	0.4990603056	0.5009396944	0.0000000000	0.0178186958	0.0763049930	-0.0763049930	0.0000000000	0.0170556459	0.0000000000	0.0170556459	0.5011102509	0.0348074908
506	5.0600000000	0.5011102509	0.0348074908	0.4988897491	0.5011102509	0.4988897491	0.5011102509	0.0000000000	0.0174423905	0.0897463297	-0.0897463297	0.0000000000	0.0165449272	0.0000000000	0.0165449272	0.5012757001	0.0339100275
507	5.0700000000	0.5012757001	0.0339100275	0.4987242999	0.5012757001	0.4987242999	0.5012757001	0.0000000000	0.0169982728	0.1027807377	-0.1027807377	0.0000000000	0.0159704654	0.0000000000	0.0159704654	0.5014354048	0.0328822201
508	5.0800000000	0.5014354048	0.0328822201	0.4985645952	0.5014354048	0.4985645952	0.5014354048	0.0000000000	0.0164883094	0.1153584210	-0.1153584210	0.0000000000	0.0153347252	0.0000000000	0.0153347252	0.5015887520	0.0317286359
509	5.0900000000	0.5015887520	0.0317286359	0.4984112480	0.5015887520	0.4984112480	0.5015887520	0.0000000000	0.0159147269	0.1274315749	-0.1274315749	0.0000000000	0.0146404112	0.0000000000	0.0146404112	0.5017351561	0.0304543202
510	5.1000000000	0.5017351561	0.0304543202	0.4982648439	0.5017351561	0.4982648439	0.5017351561	0.0000000000	0.0152800031	0.1389545659	-0.1389545659	0.0000000000	0.0138904574	0.0000000000	0.0138904574	0.5018740607	0.0290647745
511	5.1100000000	0.5018740607	0.0290647745	0.4981259393	0.5018740607	0.4981259393	0.5018740607	0.0000000000	0.0145868564	0.1498841026	-0.1498841026	0.0000000000	0.0130880154	0.0000000000	0.0130880154	0.5020049409	0.0275659335
512	5.1200000000	0.5020049409	0.0275659335	0.4979950591	0.5020049409	0.4979950591	0.5020049409	0.0000000000	0.0138382348	0.1601793973	-0.1601793973	0.0000000000	0.0122364408	0.0000000000	0.0122364408	0.5021273053	0.0259641395
513	5.1300000000	0.5021273053	0.0259641395	0.4978726947	0.5021273053	0.4978726947	0.5021273053	0.0000000000	0.0130373034	0.1698023170	-0.1698023170	0.0000000000	0.0113392802	0.0000000000	0.0113392802	0.5022406981	0.0242661164
514	5.1400000000	0.5022406981	0.0242661164	0.4977593019	0.5022406981	0.4977593019	0.5022406981	0.0000000000	0.0121874312	0.1787175231	-0.1787175231	0.0000000000	0.0104002560	0.0000000000	0.0104002560	0.5023447006	0.0224789411
515	5.1500000000	0.5023447006	0.0224789411	0.4976552994	0.5023447006	0.4976552994	0.5023447006	0.0000000000	0.0112921769	0.1868926003	-0.1868926003	0.0000000000	0.0094232509	0.0000000000	0.0094232509	0.5024389332	0.0206100151
516	5.1600000000	0.5024389332	0.0206100151	0.4975610668	0.5024389332	0.4975610668	0.5024389332	0.0000000000	0.0103552740	0.1942981733	-0.1942981733	0.0000000000	0.0084122923	0.0000000000	0.0084122923	0.5025230561	0.0186670334
517	5.1700000000	0.5025230561	0.0186670334	0.4974769439	0.5025230561	0.4974769439	0.5025230561	0.0000000000	0.0093806147	0.2009080111	-0.2009080111	0.0000000000	0.0073715346	0.0000000000	0.0073715346	0.5025967714	0.0166579533
518	5.1800000000	0.5025967714	0.0166579533	0.4974032286	0.5025967714	0.4974032286	0.5025967714	0.0000000000	0.0083722335	0.2066991190	-0.2066991190	0.0000000000	0.0063052423	0.0000000000	0.0063052423	0.5026598238	0.0145909621
519	5.1900000000	0.5026598238	0.0145909621	0.4973401762	0.5026598238	0.4973401762	0.5026598238	0.0000000000	0.0073342904	0.2116518167	-0.2116518167	0.0000000000	0.0052177723	0.0000000000	0.0052177723	0.5027120016	0.0124744439
520	5.2000000000	0.5027120016	0.0124744439	0.4972879984	0.5027120016	0.4972879984	0.5027120016	0.0000000000	0.0062710527	0.2157498047	-0.2157498047	0.0000000000	0.0041135546	0.0000000000	0.0041135546	0.5027531371	0.0103169459
521	5.2100000000	0.5027531371	0.0103169459	0.4972468629	0.5027531371	0.4972468629	0.5027531371	0.0000000000	0.0051868769	0.2189802155	-0.2189802155	0.0000000000	0.0029970747	0.0000000000	0.0029970747	0.5027831079	0.0081271437
522	5.2200000000	0.5027831079	0.0081271437	0.4972168921	0.5027831079	0.4972168921	0.5027831079	0.0000000000	0.0040861906	0.2213336522	-0.2213336522	0.0000000000	0.0018728541	0.0000000000	0.0018728541	0.5028018364	0.0059138072
523	5.2300000000	0.5028018364	0.0059138072	0.4971981636	0.5028018364	0.4971981636	0.5028018364	0.0000000000	0.0029734731	0.2228042130	-0.2228042130	0.0000000000	0.0007454310	0.0000000000	0.0007454310	0.5028092907	0.0036857651
524	5.2400000000	0.5028092907	0.0036857651	0.4971907093	0.5028092907	0.4971907093	0.5028092907	0.0000000000	0.0018532369	0.2233895020	-0.2233895020	0.0000000000	-0.0003806581	0.0000000000	-0.0003806581	0.5028054841	0.0014518700
525	5.2500000000	0.5028054841	0.0014518700	0.4971945159	0.5028054841	0.4971945159	0.5028054841	0.0000000000	0.0007300082	0.2230906257	-0.2230906257	0.0000000000	-0.0015008980	0.0000000000	-0.0015008980	0.5027904752	-0.0007790362
526	5.2600000000	0.5027904752	-0.0007790362	0.4972095248	0.5027904752	0.4972095248	0.5027904752	0.0000000000	-0.0003916920	0.2219121763	-0.2219121763	0.0000000000	-0.0026108137	0.0000000000	-0.0026108137	0.5027643670	-0.0029981580
527	5.2700000000	0.5027643670	-0.0029981580	0.4972356330	0.5027643670	0.4972356330	0.5027643670	0.0000000000	-0.0015073670	0.2198622012	-0.2198622012	0.0000000000	-0.0037059890	0.0000000000	-0.0037059890	0.5027273071	-0.0051967800
528	5.2800000000	0.5027273071	-0.0051967800	0.4972726929	0.5027273071	0.4972726929	0.5027273071	0.0000000000	-0.0026125632	0.2169521584	-0.2169521584	0.0000000000	-0.0047820848	0.0000000000	-0.0047820848	0.5026794863	-0.0073663016
529	5.2900000000	0.5026794863	-0.0073663016	0.4973205137	0.5026794863	0.4973205137	0.5026794863	0.0000000000	-0.0037028887	0.2131968593	-0.2131968593	0.0000000000	-0.0058348573	0.0000000000	-0.0058348573	0.5026211377	-0.0094982702
530	5.3000000000	0.5026211377	-0.0094982702	0.4973788623	0.5026211377	0.4973788623	0.5026211377	0.0000000000	-0.0047740314	0.2086143980	-0.2086143980	0.0000000000	-0.0068601753	0.0000000000	-0.0068601753	0.5025525360	-0.0115844141
531	5.3100000000	0.5025525360	-0.0115844141	0.4974474640	0.5025525360	0.4974474640	0.5025525360	0.0000000000	-0.0058217767	0.2032260677	-0.2032260677	0.0000000000	-0.0078540374	0.0000000000	-0.0078540374	0.5024739956	-0.0136166748
532	5.3200000000	0.5024739956	-0.0136166748	0.4975260044	0.5024739956	0.4975260044	0.5024739956	0.0000000000	-0.0068420250	0.1970562657	-0.1970562657	0.0000000000	-0.0088125877	0.0000000000	-0.0088125877	0.5023858697	-0.0155872375
533	5.3300000000	0.5023858697	-0.0155872375	0.4976141303	0.5023858697	0.4976141303	0.5023858697	0.0000000000	-0.0078308079	0.1901323846	-0.1901323846	0.0000000000	-0.0097321317	0.0000000000	-0.0097321317	0.5022885484	-0.0174885613
534	5.3400000000	0.5022885484	-0.0174885613	0.4977114516	0.5022885484	0.4977114516	0.5022885484	0.0000000000	-0.0087843041	0.1824846942	-0.1824846942	0.0000000000	-0.0106091510	0.0000000000	-0.0106091510	0.5021824569	-0.0193134083
535	5.3500000000	0.5021824569	-0.0193134083	0.4978175431	0.5021824569	0.4978175431	0.5021824569	0.0000000000	-0.0096988548	0.1741462104	-0.1741462104	0.0000000000	-0.0114403169	0.0000000000	-0.0114403169	0.5020680537	-0.0210548704
536	5.3600000000	0.5020680537	-0.0210548704	0.4979319463	0.5020680537	0.4979319463	0.5020680537	0.0000000000	-0.0105709778	0.1651525548	-0.1651525548	0.0000000000	-0.0122225033	0.0000000000	-0.0122225033	0.5019458287	-0.0227063959
537	5.3700000000	0.5019458287	-0.0227063959	0.4980541713	0.5019458287	0.4980541713	0.5019458287	0.0000000000	-0.0113973807	0.1555418040	-0.1555418040	0.0000000000	-0.0129527988	0.0000000000	-0.0129527988	0.5018163007	-0.0242618140
538	5.3800000000	0.5018163007	-0.0242618140	0.4981836993	0.5018163007	0.4981836993	0.5018163007	0.0000000000	-0.0121749737	0.1453543302	-0.1453543302	0.0000000000	-0.0136285170	0.0000000000	-0.0136285170	0.5016800155	-0.0257153573
539	5.3900000000	0.5016800155	-0.0257153573	0.4983199845	0.5016800155	0.4983199845	0.5016800155	0.0000000000	-0.0129008808	0.1346326321	-0.1346326321	0.0000000000	-0.0142472072	0.0000000000	-0.0142472072	0.5015375434	-0.0270616836
540	5.4000000000	0.5015375434	-0.0270616836	0.4984624566	0.5015375434	0.4984624566	0.5015375434	0.0000000000	-0.0135724503	0.1234211592	-0.1234211592	0.0000000000	-0.0148066619	0.0000000000	-0.0148066619	0.5013894768	-0.0282958952
541	5.4100000000	0.5013894768	-0.0282958952	0.4986105232	0.5013894768	0.4986105232	0.5013894768	0.0000000000	-0.0141872641	0.1117661278	-0.1117661278	0.0000000000	-0.0153049254	0.0000000000	-0.0153049254	0.5012364276	-0.0294135565
542	5.4200000000	0.5012364276	-0.0294135565	0.4987635724	0.5012364276	0.4987635724	0.5012364276	0.0000000000	-0.0147431460	0.0997153317	-0.0997153317	0.0000000000	-0.0157402993	0.0000000000	-0.0157402993	0.5010790246	-0.0304107098
543	5.4300000000	0.5010790246	-0.0304107098	0.4989209754	0.5010790246	0.4989209754	0.5010790246	0.0000000000	-0.0152381688	0.0873179465	-0.0873179465	0.0000000000	-0.0161113483	0.0000000000	-0.0161113483	0.5009179111	-0.0312838892
544	5.4400000000	0.5009179111	-0.0312838892	0.4990820889	0.5009179111	0.4990820889	0.5009179111	0.0000000000	-0.0156706604	0.0746243292	-0.0746243292	0.0000000000	-0.0164169037	0.0000000000	-0.0164169037	0.5007537421	-0.0320301325
545	5.4500000000	0.5007537421	-0.0320301325	0.4992462579	0.5007537421	0.4992462579	0.5007537421	0.0000000000	-0.0160392087	0.0616858144	-0.0616858144	0.0000000000	-0.0166560669	0.0000000000	-0.0166560669	0.5005871814	-0.0326469907
546	5.4600000000	0.5005871814	-0.0326469907	0.4994128186	0.5005871814	0.4994128186	0.5005871814	0.0000000000	-0.0163426650	0.0485545064	-0.0485545064	0.0000000000	-0.0168282101	0.0000000000	-0.0168282101	0.5004188993	-0.0331325357
547	5.4700000000	0.5004188993	-0.0331325357	0.4995811007	0.5004188993	0.4995811007	0.5004188993	0.0000000000	-0.0165801471	0.0352830697	-0.0352830697	0.0000000000	-0.0169329778	0.0000000000	-0.0169329778	0.5002495695	-0.0334853664
548	5.4800000000	0.5002495695	-0.0334853664	0.4997504305	0.5002495695	0.4997504305	0.5002495695	0.0000000000	-0.0167510401	0.0219245182	-0.0219245182	0.0000000000	-0.0169702853	0.0000000000	-0.0169702853	0.5000798667	-0.0337046116
549	5.4900000000	0.5000798667	-0.0337046116	0.4999201333	0.5000798667	0.4999201333	0.5000798667	0.0000000000	-0.0168549977	0.0085320027	-0.0085320027	0.0000000000	-0.0169403177	0.0000000000	-0.0169403177	0.4999104635	-0.0337899316
550	5.5000000000	0.4999104635	-0.0337899316	0.5000895365	0.4999104635	0.5000895365	0.4999104635	0.0000000000	-0.0168919404	-0.0048413999	0.0048413999	0.0000000000	-0.0168435264	-0.0000000000	-0.0168435264	0.4997420282	-0.0337415176
551	5.5100000000	0.4997420282	-0.0337415176	0.5002579718	0.4997420282	0.5002579718	0.4997420282	0.0000000000	-0.0168620545	-0.0181428972	0.0181428972	0.0000000000	-0.0166806255	0.0000000000	-0.0166806255	0.4995752220	-0.0335600887
552	5.5200000000	0.4995752220	-0.0335600887	0.5004247780	0.4995752220	0.5004247780	0.4995752220	0.0000000000	-0.0167657887	-0.0313201899	0.0313201899	0.0000000000	-0.0164525868	0.0000000000	-0.0164525868	0.4994106961	-0.0332468868
553	5.5300000000	0.4994106961	-0.0332468868	0.5005893039	0.4994106961	0.5005893039	0.4994106961	0.0000000000	-0.0166038509	-0.0443216773	0.0443216773	0.0000000000	-0.0161606341	0.0000000000	-0.0161606341	0.4992490898	-0.0328036700
554	5.5400000000	0.4992490898	-0.0328036700	0.5007509102	0.4992490898	0.5007509102	0.4992490898	0.0000000000	-0.0163772024	-0.0570966592	0.0570966592	0.0000000000	-0.0158062358	0.0000000000	-0.0158062358	0.4990910274	-0.0322327034
555	5.5500000000	0.4990910274	-0.0322327034	0.5009089726	0.4990910274	0.5009089726	0.4990910274	0.0000000000	-0.0160870531	-0.0695955338	0.0695955338	0.0000000000	-0.0153910977	0.0000000000	-0.0153910977	0.4989371164	-0.0315367481
556	5.5600000000	0.4989371164	-0.0315367481	0.5010628836	0.4989371164	0.5010628836	0.4989371164	0.0000000000	-0.0157348541	-0.0817699900	0.0817699900	0.0000000000	-0.0149171542	0.0000000000	-0.0149171542	0.4987879449	-0.0307190482
557	5.5700000000	0.4987879449	-0.0307190482	0.5012120551	0.4987879449	0.5012120551	0.4987879449	0.0000000000	-0.0153222909	-0.0935731937	0.0935731937	0.0000000000	-0.0143865590	0.0000000000	-0.0143865590	0.4986440793	-0.0297833162
558	5.5800000000	0.4986440793	-0.0297833162	0.5013559207	0.4986440793	0.5013559207	0.4986440793	0.0000000000	-0.0148512743	-0.1049599682	0.1049599682	0.0000000000	-0.0138016746	0.0000000000	-0.0138016746	0.4985060625	-0.0287337165
559	5.5900000000	0.4985060625	-0.0287337165	0.5014939375	0.4985060625	0.5014939375	0.4985060625	0.0000000000	-0.0143239319	-0.1158869660	0.1158869660	0.0000000000	-0.0131650622	0.0000000000	-0.0131650622	0.4983744119	-0.0275748469
560	5.6000000000	0.4983744119	-0.0275748469	0.5016255881	0.4983744119	0.5016255881	0.4983744119	0.0000000000	-0.0137425981	-0.1263128336	0.1263128336	0.0000000000	-0.0124794698	0.0000000000	-0.0124794698	0.4982496172	-0.0263117186
561	5.6100000000	0.4982496172	-0.0263117186	0.5017503828	0.4982496172	0.5017503828	0.4982496172	0.0000000000	-0.0131098037	-0.1361983676	0.1361983676	0.0000000000	-0.0117478200	0.0000000000	-0.0117478200	0.4981321390	-0.0249497349
562	5.6200000000	0.4981321390	-0.0249497349	0.5018678610	0.4981321390	0.5018678610	0.4981321390	0.0000000000	-0.0124282648	-0.1455066607	0.1455066607	0.0000000000	-0.0109731982	0.0000000000	-0.0109731982	0.4980224070	-0.0234946683
563	5.6300000000	0.4980224070	-0.0234946683	0.5019775930	0.4980224070	0.5019775930	0.4980224070	0.0000000000	-0.0117008712	-0.1542032387	0.1542032387	0.0000000000	-0.0101588389	0.0000000000	-0.0101588389	0.4979208186	-0.0219526359
564	5.6400000000	0.4979208186	-0.0219526359	0.5020791814	0.4979208186	0.5020791814	0.4979208186	0.0000000000	-0.0109306744	-0.1622561873	0.1622561873	0.0000000000	-0.0093081126	0.0000000000	-0.0093081126	0.4978277375	-0.0203300740
565	5.6500000000	0.4978277375	-0.0203300740	0.5021722625	0.4978277375	0.5021722625	0.4978277375	0.0000000000	-0.0101208747	-0.1696362674	0.1696362674	0.0000000000	-0.0084245121	0.0000000000	-0.0084245121	0.4977434924	-0.0186337113
566	5.6600000000	0.4977434924	-0.0186337113	0.5022565076	0.4977434924	0.5022565076	0.4977434924	0.0000000000	-0.0092748086	-0.1763170202	0.1763170202	0.0000000000	-0.0075116384	0.0000000000	-0.0075116384	0.4976683760	-0.0168705411
567	5.6700000000	0.4976683760	-0.0168705411	0.5023316240	0.4976683760	0.5023316240	0.4976683760	0.0000000000	-0.0083959348	-0.1822748599	0.1822748599	0.0000000000	-0.0065731862	0.0000000000	-0.0065731862	0.4976026442	-0.0150477925
568	5.6800000000	0.4976026442	-0.0150477925	0.5023973558	0.4976026442	0.5023973558	0.4976026442	0.0000000000	-0.0074878214	-0.1874891553	0.1874891553	0.0000000000	-0.0056129298	0.0000000000	-0.0056129298	0.4975465149	-0.0131729010
569	5.6900000000	0.4975465149	-0.0131729010	0.5024534851	0.4975465149	0.5024534851	0.4975465149	0.0000000000	-0.0065541310	-0.1919422986	0.1919422986	0.0000000000	-0.0046347080	0.0000000000	-0.0046347080	0.4975001678	-0.0112534780
570	5.7000000000	0.4975001678	-0.0112534780	0.5024998322	0.4975001678	0.5024998322	0.4975001678	0.0000000000	-0.0055986072	-0.1956197625	0.1956197625	0.0000000000	-0.0036424096	-0.0000000000	-0.0036424096	0.4974637437	-0.0092972804
571	5.7100000000	0.4974637437	-0.0092972804	0.5025362563	0.4974637437	0.5025362563	0.4974637437	0.0000000000	-0.0046250599	-0.1985101448	0.1985101448	0.0000000000	-0.0026399585	-0.0000000000	-0.0026399585	0.4974373441	-0.0073121789
572	5.7200000000	0.4974373441	-0.0073121789	0.5025626559	0.4974373441	0.5025626559	0.4974373441	0.0000000000	-0.0036373509	-0.2006051996	0.2006051996	0.0000000000	-0.0016312989	0.0000000000	-0.0016312989	0.4974210311	-0.0053061269
573	5.7300000000	0.4974210311	-0.0053061269	0.5025789689	0.4974210311	0.5025789689	0.4974210311	0.0000000000	-0.0026393791	-0.2018998571	0.2018998571	0.0000000000	-0.0006203806	0.0000000000	-0.0006203806	0.4974148273	-0.0032871284
574	5.7400000000	0.4974148273	-0.0032871284	0.5025851727	0.4974148273	0.5025851727	0.4974148273	0.0000000000	-0.0016350664	-0.2023922296	0.2023922296	0.0000000000	0.0003888559	-0.0000000000	0.0003888559	0.4974187159	-0.0012632061
575	5.7500000000	0.4974187159	-0.0012632061	0.5025812841	0.4974187159	0.5025812841	0.4974187159	0.0000000000	-0.0006283423	-0.2020836056	0.2020836056	0.0000000000	0.0013924937	0.0000000000	0.0013924937	0.4974326408	0.0007576300
576	5.7600000000	0.4974326408	0.0007576300	0.5025673592	0.4974326408	0.5025673592	0.4974326408	0.0000000000	0.0003768699	-0.2009784311	0.2009784311	0.0000000000	0.0023866542	0.0000000000	0.0023866542	0.4974565073	0.0027674143
